model,brand,reference,price_dt,old_price_dt,ram_gb,storage_gb,battery_mah,screen_inches,camera_rear_mp,camera_front_mp,network,os,processor_type,color,warranty,in_stock,description,url
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Océan blue,Xiaomi,REDMI-N14PRO-8/256-OBLUE,1 169.000,1 099.000,8,256,5500,6.67,200,,4G,,,Océan blue,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Océan blue [REDMI-N14PRO-8/256-OBLUE] écran 6,67 "" AMOLED - Résolution : (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM : 8Go - Mémoire : 256Go - Caméra arrière : 200 MP + 8 MP + 2... 1 099,000 DT 1 169,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Aurora Purple,Xiaomi,REDMI-N14PRO-8/256-APURPLE,1 169.000,1 099.000,8,256,5500,6.67,200,,4G,,,Aurora Purple,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Aurora Purple [REDMI-N14PRO-8/256-APURPLE] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP + 2 MP -... 1 099,000 DT 1 169,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-aurora-purple.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Vert,Xiaomi,REDMI-N14PRO-8/256-GREEN,1 099.000,,8,256,5500,6.67,200,,4G,,,Vert,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 4G 8Go 256Go - Vert [REDMI-N14PRO-8/256-GREEN] écran  6,67 "" AMOLED - Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP + 2 MP -... 1 099,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-8go-256go-vert.html
Smartphone SAMSUNG GALAXY A35 5G 8Go 128Go - Lilas,Samsung,SM-A35-8/128-LILAC,1 299.000,1 099.000,8,128,5000,6.6,,,5G,Android 14,Octa Core,Lilas,,Non,"Smartphone SAMSUNG GALAXY A35 5G 8Go 128Go - Lilas [SM-A35-8/128-LILAC] Écran 6.6"" Super AMOLED (1080 x 2340px, FHD+) 120 Hz - Corning Gorilla Glass Victus+ - Système d'exploitation: Android 14.0 - Processeur: Exynos 1380 Octa-core 2.4GHz, 2GHz - Mémoire RAM: 8Go - Stockage: 128Go - Appareil... 1 099,000 DT 1 299,000 DT Disponibilité Épuisé",https://www.mytek.tn/smartphone-samsung-galaxy-a35-5g-8go-128go-lilas.html
Smartphone OPPO A6 PRO 5G 8Go 256Go - Bleu,OPPO,OPPO-A6PRO-5G-8/256-BL,1 199.000,,8,256,6500,6.57,,,5G,,Octa Core,Bleu,,Oui,"OPPO A6 Pro 5G. Un pas en avant Clarté vive, fluidité extrême Plongez dans une expérience visuelle d’exception grâce à l’écran AMOLED 120 Hz , conçu pour offrir des couleurs éclatantes, des contrastes profonds et une réactivité inégalée. Même sous la lumière directe du soleil, chaque détail reste parfaitement visible . Que vous regardiez un film, jouiez à un jeu ou parcouriez vos photos, cet écran lumineux et audacieux sublime chaque instant avec une fluidité et une netteté remarquables. Résistance à l’eau et à la poussière IP69. Résistance aux chocs de niveau militaire Imperméable à l’eau, à la poussière et à la saleté, ce smartphone bénéficie d’une certification IP69 lui assurant une fiablité en toutes circonstances que ce soit sous la pluie, sur un chantier ou en plein air . Conçu pour résister aux chutes et aux chocs du quotidien, il allie robustesse et durabilité pour vous accompagner partout, sans compromis. Une endurance qui tient dans le temps — plus de 5 ans de fiabilité Profi",https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-bleu.html
Smartphone HONOR  X9c  5G  12Go 256Go - Violet Titane,Honor,HONOR-X9C-12/256-TPURPLE,1 399.000,1 199.000,12,256,6600,6.78,,,5G,Android 14,Octa Core,Violet Titane,,Oui,"Smartphone HONOR X9c 5G Smartphone HONOR  X9C 5G 12Go 256Go 6 points forts Le HONOR X9c offre une résistance supplémentaire grâce à sa technologie anti-chute HONOR Ultra-Bounce 2.0, permettant de protéger l'appareil contre les impacts et les chutes accidentelles. Sa batterie innovante en silicium-carbone de 6600 mAh assure une autonomie prolongée, vous permettant de l'utiliser toute la journée sans souci. En termes de photographie, la caméra OIS 108 MP avec détection de mouvement garantit des prises de vue ultra-nettes, même en mouvement. De plus, l'écran bénéficie de la technologie HONOR Eye Comfort, réduisant la fatigue visuelle et offrant une expérience visuelle agréable. Le système d'exploitation magique de HONOR optimise les performances et la fluidité, rendant l'expérience intelligente, rapide et réactive. Ces fonctionnalités combinées font du HONOR X9c un appareil performant, robuste et confortable à utiliser au quotidien. Confortable à tenir, ultra-mince pour intriguer Le HONOR",https://www.mytek.tn/smartphone-honors-x9c-5g-12go-256go-violet-titane.html
Smartphone HONOR  X9c  5G  12Go 256Go - Orange,Honor,HONOR-X9C-12/256-ORANGE,1 399.000,1 199.000,12,256,6600,6.78,,,5G,Android 14,Octa Core,Orange,,Oui,"Smartphone HONOR X9c 5G Smartphone HONOR  X9C 5G 12Go 256Go 6 points forts Le HONOR X9c offre une résistance supplémentaire grâce à sa technologie anti-chute HONOR Ultra-Bounce 2.0, permettant de protéger l'appareil contre les impacts et les chutes accidentelles. Sa batterie innovante en silicium-carbone de 6600 mAh assure une autonomie prolongée, vous permettant de l'utiliser toute la journée sans souci. En termes de photographie, la caméra OIS 108 MP avec détection de mouvement garantit des prises de vue ultra-nettes, même en mouvement. De plus, l'écran bénéficie de la technologie HONOR Eye Comfort, réduisant la fatigue visuelle et offrant une expérience visuelle agréable. Le système d'exploitation magique de HONOR optimise les performances et la fluidité, rendant l'expérience intelligente, rapide et réactive. Ces fonctionnalités combinées font du HONOR X9c un appareil performant, robuste et confortable à utiliser au quotidien. Confortable à tenir, ultra-mince pour intriguer Le HONOR",https://www.mytek.tn/smartphone-honors-x9c-5g-12go-256go-orange.html
Smartphone OPPO A6 PRO 5G 8Go 256Go - Rouge,OPPO,OPPO-A6PRO-5G-8/256-RED,1 199.000,,8,256,6500,6.57,,,5G,,Octa Core,Rouge,,Oui,"OPPO A6 Pro 5G. Un pas en avant Clarté vive, fluidité extrême Plongez dans une expérience visuelle d’exception grâce à l’écran AMOLED 120 Hz , conçu pour offrir des couleurs éclatantes, des contrastes profonds et une réactivité inégalée. Même sous la lumière directe du soleil, chaque détail reste parfaitement visible . Que vous regardiez un film, jouiez à un jeu ou parcouriez vos photos, cet écran lumineux et audacieux sublime chaque instant avec une fluidité et une netteté remarquables. Résistance à l’eau et à la poussière IP69. Résistance aux chocs de niveau militaire Imperméable à l’eau, à la poussière et à la saleté, ce smartphone bénéficie d’une certification IP69 lui assurant une fiablité en toutes circonstances que ce soit sous la pluie, sur un chantier ou en plein air . Conçu pour résister aux chutes et aux chocs du quotidien, il allie robustesse et durabilité pour vous accompagner partout, sans compromis. Une endurance qui tient dans le temps — plus de 5 ans de fiabilité Profi",https://www.mytek.tn/smartphone-oppo-a6-pro-5g-8go-256go-rouge.html
Smartphone HONOR X9b 5G 12Go 256Go - Orange,Honor,BU-HONOR-X9B-12/256-ORANGE,1 199.000,,12,256,5800,1200,108,,5G,,Octa Core,Orange,,Oui,"Smartphone HONOR X9B 5G 12Go 256Go Ecran anti-chute Avec une protection intégrale à 360°, l'écran anti-chute HONOR Ultra-Bounce offre une résistance aux chutes. Avec une nouvelle protection à trois niveaux fournit des renforcements multiples pour l'écran, le cadre et les compartiments internes. La toute nouvelle matière d'amortissement HONOR avec des pores de la taille du micron peut absorber jusqu'à 1,2 fois l'impact d'une chute. La résolution rétinienne de 1,5K montre chaque détail sans crainte pour les yeux. La luminosité maximale de 1200 nits met en lumière vos contenus avec une présentation claire. 5 technologies de protection des yeux Soins complets pour vos yeux La technologie d'affichage haute fréquence ""PWM dimming"" 1920 Hz réduit le scintillement en lumière tamisée. La technologie Dynamic Dimming: soulage la fatigue oculaire en simulant les changements dynamiques de la lumière naturelle. L'affichage nocturne circadien L'affichage nocturne circadien Ajuste la température de co",https://www.mytek.tn/smartphone-honor-x9b-5g-12go-256go-orange.html
Smartphone HONOR  X9c 5G 12Go 256Go -  Noir Titane,Honor,HONOR-X9C-12/256-TBK,1 399.000,1 199.000,12,256,6600,6.78,,,5G,Android 14,Octa Core,Noir Titane,,Oui,"Smartphone HONOR X9c 5G Smartphone HONOR X9C 5G 12Go 256Go 6 points forts Le HONOR X9c offre une résistance supplémentaire grâce à sa technologie anti-chute HONOR Ultra-Bounce 2.0 , permettant de protéger l'appareil contre les impacts et les chutes accidentelles. Sa batterie innovante en silicium-carbone de 6600 mAh assure une autonomie prolongée, vous permettant de l'utiliser toute la journée sans souci. En termes de photographie, la caméra OIS 108 MP avec détection de mouvement garantit des prises de vue ultra-nettes, même en mouvement. De plus, l'écran bénéficie de la technologie HONOR Eye Comfort, réduisant la fatigue visuelle et offrant une expérience visuelle agréable. Le système d'exploitation magique de HONOR optimise les performances et la fluidité, rendant l'expérience intelligente, rapide et réactive . Ces fonctionnalités combinées font du HONOR X9c un appareil performant, robuste et confortable à utiliser au quotidien. Confortable à tenir, ultra-mince pour intriguer Le HONO",https://www.mytek.tn/smartphone-honor-x9c-5g-12go-256go-noir-titane.html
Smartphone HONOR  X9c 256Go 12Go 5G  - Cyan,Honor,HONOR-X9C-12/256-CYAN,1 399.000,1 199.000,256,12,6600,6.78,,,5G,Android 14,Octa Core,Cyan,,Oui,"Smartphone HONOR X9c 5G Smartphone HONOR X9C 5G 12Go 256Go 6 points forts Le HONOR X9c offre une résistance supplémentaire grâce à sa technologie anti-chute HONOR Ultra-Bounce 2.0, permettant de protéger l'appareil contre les impacts et les chutes accidentelles. Sa batterie innovante en silicium-carbone de 6600 mAh assure une autonomie prolongée, vous permettant de l'utiliser toute la journée sans souci. En termes de photographie, la caméra OIS 108 MP avec détection de mouvement garantit des prises de vue ultra-nettes, même en mouvement. De plus, l'écran bénéficie de la technologie HONOR Eye Comfort, réduisant la fatigue visuelle et offrant une expérience visuelle agréable. Le système d'exploitation magique de HONOR optimise les performances et la fluidité, rendant l'expérience intelligente, rapide et réactive. Ces fonctionnalités combinées font du HONOR X9c un appareil performant, robuste et confortable à utiliser au quotidien. Confortable à tenir, ultra-mince pour intriguer Le HONOR ",https://www.mytek.tn/smartphone-honor-x9c-256go-12go-5g-cyan.html
Smartphone Xiaomi Redmi Note 14 Pro 5G 8Go 256Go - Midnight Black,Xiaomi,REDMI-N14PRO-5G-8/256-MB,1 259.000,,8,256,5110,2712,,,5G,,MediaTek,Midnight Black,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 5G 8Go 256Go - Midnight Black [REDMI-N14PRO-5G-8/256-MB] Ecran CrystalRes AMOLED 6,67"" - Resolution : 2712 x 1220 pixels - Taux de rafraichissement : 120 Hz - Protection Corning Gorilla Glass Victus 2 - Processeur MediaTek Dimensity 7300 Ultra (4 nm) - Memoire vive : 8 Go RAM ... 1 259,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-5g-8go-256go-midnight-black.html
Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Blanc,Samsung,SM-A26-5G-8/256-WHITE,1 299.000,1 269.000,16,256,5000,2340,50,,5G,Android 15,Octa Core,Blanc,,Oui,"Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Blanc [SM-A26-5G-8/256-WHITE] Écran Super AMOLED 6.7""(FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android 15 - Mémoire: 16Go (extension RAM 8+8 Go) - Stockage: 256Go - Appareil photo arrière: 50.0 MP + 8.... 1 269,000 DT 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-8go-256go-blanc.html
Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Noir,Samsung,SM-A26-5G-8/256-BLACK,1 299.000,1 269.000,16,256,5000,2340,50,,5G,Android 15,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A26 5G 16Go 256Go - Noir [SM-A26-5G-8/256-BLACK] Écran Super AMOLED 6.7""(FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android 15 - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière : 50.0 MP... 1 269,000 DT 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a26-5g-8go-256go-noir.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Midnight Black,Xiaomi,REDMI-N14PRO-12/512-MB,1 349.000,1 299.000,12,512,5500,6.67,,,4G,,,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Midnight Black [REDMI-N14PRO-12/512-MB] écran 6,67 "" AMOLED - Résolution : Résolution (2400 x 1080) - Taux de rafraîchissement : Jusqu'à 120 Hz - Processeur : Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM : 12Go - Mémoire : 512Go - Caméra arrière : 200 M... 1 299,000 DT 1 349,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-midnight-black.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Ocean blue,Xiaomi,REDMI-N14PRO-12/512-OBLUE,1 349.000,1 299.000,12,512,5500,6.67,200,,4G,,,Ocean blue,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Ocean blue [REDMI-N14PRO-12/512-OBLUE] écran 6,67 ""AMOLED -  Résolution: (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP + 2 MP -... 1 299,000 DT 1 349,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-ocean-blue.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Aurora Purple,Xiaomi,REDMI-N14PRO-12/512-APURPLE,1 349.000,1 299.000,12,512,5500,6.67,200,,4G,,,Aurora Purple,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Aurora Purple [REDMI-N14PRO-12/512-APURPLE] écran  6,67 "", AMOLED - Résolution (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP + 2 MP ... 1 299,000 DT 1 349,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-aurora-purple.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Vert,Xiaomi,REDMI-N14PRO-12/512-GREEN,1 349.000,1 299.000,12,512,5500,6.67,200,,4G,,,Vert,,En arrivage,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Vert [REDMI-N14PRO-12/512-GREEN] écran  6,67 "", AMOLED - Résolution (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 MP + 2 MP ... 1 299,000 DT 1 349,000 DT Disponibilité En arrivage",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-vert.html
Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Gold,Xiaomi,REDMI-N14PRO-12/512-GOLD,1 299.000,,12,512,5500,6.67,200,,4G,,,Gold,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro 4G 12Go 512Go - Gold [REDMI-N14PRO-12/512-GOLD] écran 6,67 "" AMOLED - Résolution: Résolution (2400 x 1080) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Hélio G100-Ultra, Procédé de fabrication 6 nm - RAM: 12Go - Mémoire: 512Go - Caméra arrière: 200 MP + 8 ... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-4g-12go-512go-gold.html
Smartphone HONOR X9D 5G 12Go 256Go - Marron Rougeâtre,Honor,HONOR-X9D-12/256-RBROWN,1 299.000,,12,256,8300,6.79,,,5G,Android 15,Octa Core,Marron Rougeâtre,,Oui,"Smartphone HONOR X9D 5G 12Go 256Go - Marron Rougeâtre [HONOR-X9D-12/256-RBROWN] Écran 6.79"" AMOLED (1200 x 2640 pixels), 120Hz, Verre aluminosilicate - Technologie de confort oculaire - Processeur: Snapdragon 6 Gen 4 Octa-core, Adreno A810 - Systéme d'exploitation: MagicOS 9.0 (Android 15) - Mémoire... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-marron-rougeatre.html
Smartphone HONOR X9D 5G 12Go 256Go - Noir De Minuit,Honor,HONOR-X9D-12/256-MBK,1 299.000,,12,256,8300,6.79,,,5G,Android 15,Octa Core,Noir De Minuit,,Oui,"Smartphone HONOR X9D 5G 12Go 256Go - Noir De Minuit [HONOR-X9D-12/256-MBK] Écran 6.79"" AMOLED (1200 x 2640 pixels), 120Hz, Verre aluminosilicate - Technologie de confort oculaire - Processeur: Snapdragon 6 Gen 4 Octa-core, Adreno A810 - Systéme d'exploitation: MagicOS 9.0 (Android 15) - Mémoire... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-noir-de-minuit.html
Smartphone HONOR X9D 5G 12Go 256Go - Gold,Honor,HONOR-X9D-12/256-SGOLD,1 299.000,,12,256,8300,6.79,,,5G,Android 15,Octa Core,Gold,,Oui,"Smartphone HONOR X9D 5G 12Go 256Go - Gold [HONOR-X9D-12/256-SGOLD] Écran 6.79"" AMOLED (1200 x 2640 pixels), 120Hz, Verre aluminosilicate - Technologie de confort oculaire - Processeur: Snapdragon 6 Gen 4 Octa-core, Adreno A810 - Systéme d'exploitation: MagicOS 9.0 (Android 15) - Mémoire... 1 299,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-x9d-5g-12go-256go-gold.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - Noir,Samsung,SM-A36-5G-8/128-BLACK,1 399.000,1 359.000,16,128,5000,2340,50,,5G,,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - Noir [SM-A36-5G-8/128-BLACK] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android  - Mémoire: 16Go (extension RAM 8+8 Go) - Stockage: 128Go - Appareil photo arrière: 50... 1 359,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-128go-noir.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - blanc,Samsung,SM-A36-5G-8/128-WHITE,1 399.000,1 359.000,16,128,5000,2340,5,,5G,,Octa Core,blanc,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 128Go - blanc [SM-A36-5G-8/128-WHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur: Octa-Core - Système d’exploitation: Android  - Mémoire: 16Go  (extension RAM 8+8 Go) - Stockage: 128Go - Appareil photo arrière: 5... 1 359,000 DT 1 399,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-128go-blanc.html
Smartphone HONOR 400 5G 12 Go 512 Go - MIDNIGHT BLACK,Honor,HONOR-400-12/512-MBLACK,1 499.000,,12,512,6000,6.55,,,5G,Android 15,Octa Core,MIDNIGHT BLACK,,Oui,"Smartphone HONOR 400 5G 12 Go 512 Go - MIDNIGHT BLACK [HONOR-400-12/512-MBLACK] Écran 6,55 "" AMOLED (1264 x 2736 pixels) ,120 Hz - Processeur: Snapdragon 7 Gen 3 Octa-core - GPU : Adreno 720 - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire RAM: 12 Go - Capacité de stockage: 512 ... 1 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-400-12-512-gb-midnight-black.html
Smartphone HONOR 400 RAM 12 STOCKAGE 512 GB - DESERT GOLD,Honor,HONOR-400-12/512-DGOLD,1 499.000,,12,512,6000,6.55,,,,Android 15,Octa Core,DESERT GOLD,,Oui,"Smartphone HONOR 400 RAM 12 STOCKAGE 512 GB - DESERT GOLD [HONOR-400-12/512-DGOLD] Écran 6,55 "" AMOLED (1264 x 2736 pixels) ,120 Hz - Processeur: Snapdragon 7 Gen 3 Octa-core - GPU : Adreno 720 - Système d’exploitation: MagicOS 9.0 (basé sur Android 15) - Mémoire RAM: 12 Go - Capacité de stockage: 512 ... 1 499,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-honor-400-ram-12-stockage-512-gb-desert-gold.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Noir,Samsung,SM-A36-5G-8/256-BLACK,1 599.000,1 549.000,16,256,5000,2340,,,5G,,Octa Core,Noir,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Noir [SM-A36-5G-8/256-BLACK] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière... 1 549,000 DT 1 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-noir.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Lavender,Samsung,SM-A36-5G-8/256-LAVENDER,1 599.000,1 549.000,16,256,5000,2340,,,5G,,Octa Core,Lavender,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Lavender [SM-A36-5G-8/256-LAVENDER] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière... 1 549,000 DT 1 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-lavender.html
Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Blanc,Samsung,SM-A36-5G-8/256-WHITE,1 599.000,1 549.000,16,256,5000,2340,,,5G,,Octa Core,Blanc,,Oui,"Smartphone SAMSUNG Galaxy A36 5G 16Go 256Go - Blanc [SM-A36-5G-8/256-WHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 256Go - Appareil photo arrière... 1 549,000 DT 1 599,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a36-5g-8go-256go-blanc.html
Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Graphite,Samsung,SM-A56-5G-8/128-GRAPHITE,1 699.000,,16,128,5000,2340,,,5G,,Octa Core,Graphite,,Oui,"Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Graphite [SM-A56-5G-8/128-GRAPHITE] Écran Super AMOLED 6.7""(1080x2340px FHD+) - Taux de rafraîchissement: 120Hz - luminosité : 1 200 nits - Processeur : Octa-Core - Système d’exploitation : Android  - Mémoire : 16Go (extension RAM 8+8 Go) - Stockage : 128G... 1 699,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-samsung-galaxy-a56-5g-8go-128go-graphite.html
Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go - Gris,Samsung,SM-A56-5G-8/128-GRAY,1 699.000,,16,128,5000,2340,,,5G,,Octa Core,Gris,,Oui,"Smartphone SAMSUNG Galaxy A56 5G 16Go 128Go Nouveau Design Élégant et Léger Le Galaxy A56 5G se distingue par son design fin , avec seulement 7,4 mm d’épaisseur et un poids plume de 198 g , offrant une prise en main confortable . Son bloc photo s’intègre harmonieusement dans le châssis pour un rendu épuré. Ce smartphone au style moderne est disponible en quatre coloris raffinés : graphite , gris , vert sauge et rose . Un véritable mélange de légèreté , d’ élégance et de performance Capteurs Haute Précision pour des Photos Éblouissantes Le Galaxy A56 5G embarque un capteur principal de 50 MP ultra-performant pour capturer chaque détail avec précision . Il optimise automatiquement les éléments clés comme le ciel , les visages ou la peau pour un rendu naturel et éclatant. Chaque cliché bénéficie de couleurs vives et d’une netteté exceptionnelle . Un smartphone idéal pour les amateurs de photographie mobile . Résistant et stylé Le Galaxy A56 5G allie élégance et robustesse grâce à son cadr",https://www.mytek.tn/smartphone-samsung-galaxy-a56-5g-8go-128go-gris.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Midnight Black,Xiaomi,REDMI-N14PRO/PLUS-8/256-MB,1 749.000,,8,256,5110,6.67,200,,5G,,Snapdragon,Midnight Black,,Oui,"Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Midnight Black [REDMI-N14PRO/PLUS-8/256-MB] écran  6,67 "" CrystalRes AMOLED -  Résolution: 1,5 K (2 712 × 1 220) - Taux de rafraîchissement: Jusqu'à 120 Hz - Processeur: Snapdragon® 7s Gen 3, Gravure 4 nm - RAM: 8Go - Mémoire: 256Go - Caméra arrière: 200 MP + 8 MP... 1 749,000 DT Disponibilité En stock",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-8go-256go-noir-de-minuit.html
Smartphone Xiaomi Redmi Note 14 Pro Plus 5G 8Go 256Go - Lavender Purple,Xiaomi,REDMI-N14PRO/PLUS-8/256-LPURPLE,1 749.000,,8,256,5110,6.67,200,,5G,,Snapdragon,Lavender Purple,,Oui,"Xiaomi Redmi Note 14 Pro+ 5G Triple Pixels 8Go 256Go 200MP IP68 Écran immersif pour des expériences visuelles supérieures Découvrez le nouveau Xiaomi Redmi Note 14 est un smartphone milieu de gamme qui offre un excellent rapport qualité-prix. Il est doté d'un écran AMOLED de 6,67"" pouces avec une résolution de 1080 x 2400 pixels et un taux de rafraîchissement de 120 Hz. L'écran est protégé par Corning Gorilla Glass 5. Le téléphone est alimenté par un processeur MediaTek Helio G99 Ultra, qui offre de bonnes performances pour les tâches quotidiennes et les jeux. Il est livré avec 8 Go de RAM et 256 Go de stockage, extensible via une carte microSD. Capturez chaque instant avec une précision exceptionnelle L'appareil photo principal est un capteur de 200 mégapixels, qui prend de superbes photos en plein jour et en basse lumière. Il est également équipé d'un objectif ultra grand-angle de 8 mégapixels et d'un objectif macro de 2 mégapixels. La caméra frontale est de 20 mégapixels. Maintenez ",https://www.mytek.tn/smartphone-xiaomi-redmi-note-14-pro-plus-5g-8go-256go-lavande-violet.html
